variable_name,wind_speed,wind_speed,roughness_length
2005-10-24,7.16,10.39,0.15
2005-10-25,8.79,12.3,0.15
2005-10-26,8.35,11.77,0.15
2005-10-27,11.5,15.77,0.15
2005-10-28,6.33,9.23,0.15
2005-10-29,9.73,13.65,0.15
2005-10-30,8.58,12.03,0.15
2005-10-31,6.31,9.49,0.15
2005-11-01,6.3,9.12,0.15
2005-11-02,7.06,10.4,0.15
2005-11-03,7.25,10.12,0.15
2005-11-04,5.7,8.51,0.15
2005-11-05,5.36,7.83,0.15
2005-11-06,8.03,11.31,0.15
2005-11-07,8.55,11.83,0.15
2005-11-08,3.91,6.74,0.15
2005-11-09,6.75,9.94,0.15
2005-11-10,6.39,9.4,0.15
2005-11-11,11.25,15.22,0.15
2005-11-12,6.44,9.24,0.15
2005-11-13,3.68,5.72,0.15
2005-11-14,5.91,8.7,0.15
2005-11-15,4.78,7.38,0.15
2005-11-16,2.85,4.1,0.15
2005-11-17,3.53,5.53,0.15
2005-11-18,5.01,7.84,0.15
2005-11-19,3.25,5.87,0.15
2005-11-20,2.97,5.14,0.15
2005-11-21,2.99,4.74,0.15
2005-11-22,2.14,2.73,0.15
2005-11-23,1.86,2.78,0.15
2005-11-24,8.2,11.55,0.15
2005-11-25,11.75,15.73,0.15
2005-11-26,8.05,10.92,0.15
2005-11-27,4.75,6.49,0.15
2005-11-28,4.95,7.07,0.15
2005-11-29,3.7,6.55,0.15
2005-11-30,5.19,8.11,0.15
2005-12-01,4.42,6.69,0.15
2005-12-02,3.88,5.62,0.15
2005-12-03,4.2,6.45,0.15
2005-12-04,6.22,8.97,0.15
2005-12-05,6.54,9.62,0.15
2005-12-06,2.75,4.01,0.15
2005-12-07,6.95,9.91,0.15
2005-12-08,4.43,7.05,0.15
2005-12-09,4.84,7.54,0.15
2005-12-10,5.78,8.58,0.15
2005-12-11,4.37,6.34,0.15
2005-12-12,3.11,4.19,0.15
2005-12-13,2.32,3.72,0.15
2005-12-14,4.43,6.98,0.15
2005-12-15,5.77,8.5,0.15
2005-12-16,6.52,9.54,0.15
2005-12-17,2.46,4.05,0.15
2005-12-18,5.4,8.45,0.15
2005-12-19,3.84,6.67,0.15
2005-12-20,5.41,8.33,0.15
2005-12-21,4.65,7.3,0.15
2005-12-22,6.51,9.23,0.15
2005-12-23,4.78,7.73,0.15
2005-12-24,2.13,2.77,0.15
2005-12-25,3.23,4.92,0.15
2005-12-26,3.03,4.84,0.15
2005-12-27,3.04,5.28,0.15
2005-12-28,4.25,7.24,0.15
2005-12-29,6.9,9.88,0.15
2005-12-30,8.24,11.81,0.15
2005-12-31,9.65,13.3,0.15
2006-01-01,6.51,9.72,0.15
2006-01-02,4.98,7.47,0.15
2006-01-03,2.35,3.8,0.15
2006-01-04,4.65,6.46,0.15
2006-01-05,6.3,8.77,0.15
2006-01-06,2.94,5.24,0.15
2006-01-07,3.26,5.89,0.15
2006-01-08,3.11,5.8,0.15
2006-01-09,7.12,10.49,0.15
2006-01-10,8.91,12.54,0.15
2006-01-11,6.92,10.27,0.15
2006-01-12,11.37,15.58,0.15
2006-01-13,7.81,11.37,0.15
2006-01-14,6.54,9.67,0.15
2006-01-15,7.71,10.95,0.15
2006-01-16,4.82,7.72,0.15
2006-01-17,6.32,9.34,0.15
2006-01-18,6.36,9.19,0.15
2006-01-19,8.4,11.66,0.15
2006-01-20,7.16,10.87,0.15
2006-01-21,2.87,5.35,0.15
2006-01-22,4.79,7.79,0.15
2006-01-23,5.48,8.34,0.15
2006-01-24,2.85,5.43,0.15
2006-01-25,3.86,6.8,0.15
2006-01-26,3.55,6.18,0.15
2006-01-27,3.59,5.88,0.15
2006-01-28,4.16,6.83,0.15
2006-01-29,3.89,6.12,0.15
2006-01-30,3.19,5.75,0.15
2006-01-31,3.23,5.73,0.15
2006-02-01,5.05,7.48,0.15
2006-02-02,3.88,6.31,0.15
2006-02-03,1.85,2.73,0.15
2006-02-04,2.01,3.52,0.15
2006-02-05,3.1,5.48,0.15
2006-02-06,5.07,7.9,0.15
2006-02-07,7.85,11.06,0.15
2006-02-08,4.64,7.3,0.15
2006-02-09,2.32,3.73,0.15
2006-02-10,3.43,5.58,0.15
2006-02-11,6.02,8.88,0.15
2006-02-12,6.73,9.73,0.15
2006-02-13,6.5,9.23,0.15
2006-02-14,8.11,10.97,0.15
2006-02-15,8.22,11.53,0.15
2006-02-16,8.02,11.07,0.15
2006-02-17,3.66,5.87,0.15
2006-02-18,2.94,4.85,0.15
2006-02-19,4.17,6.39,0.15
2006-02-20,5.56,7.98,0.15
2006-02-21,5.47,7.6,0.15
2006-02-22,5.7,7.99,0.15
2006-02-23,4.9,7.19,0.15
2006-02-24,7.88,10.91,0.15
2006-02-25,7.41,10.24,0.15
2006-02-26,5.89,8.66,0.15
2006-02-27,5.05,7.29,0.15
2006-02-28,6.45,8.95,0.15
2006-03-01,4.81,6.74,0.15
2006-03-02,2.12,2.93,0.15
2006-03-03,2.62,3.98,0.15
2006-03-04,4.19,6.89,0.15
2006-03-05,3.8,6.4,0.15
2006-03-06,3.69,5.91,0.15
2006-03-07,6.45,9.48,0.15
2006-03-08,5.84,8.54,0.15
2006-03-09,9.05,12.38,0.15
2006-03-10,6.37,9.38,0.15
2006-03-11,4.84,6.8,0.15
2006-03-12,6.35,9.17,0.15
2006-03-13,9.02,12.43,0.15
2006-03-14,4.12,6.18,0.15
2006-03-15,3.53,4.79,0.15
2006-03-16,6.7,8.88,0.15
2006-03-17,7.16,9.62,0.15
2006-03-18,7.45,10.26,0.15
2006-03-19,5.36,7.8,0.15
2006-03-20,5.7,7.8,0.15
2006-03-21,5.59,7.55,0.15
2006-03-22,3.8,5.98,0.15
2006-03-23,7.23,10.05,0.15
2006-03-24,5.27,7.37,0.15
2006-03-25,6.83,9.57,0.15
2006-03-26,7.34,10.2,0.15
2006-03-27,8.41,11.4,0.15
2006-03-28,6.27,8.46,0.15
2006-03-29,4.99,6.97,0.15
2006-03-30,7.3,9.98,0.15
2006-03-31,5.95,8.52,0.15
2006-04-01,8.15,11.04,0.15
2006-04-02,7.98,10.88,0.15
2006-04-03,4.54,6.99,0.15
2006-04-04,4.59,6.78,0.15
2006-04-05,3.17,4.8,0.15
2006-04-06,5.94,8.48,0.15
2006-04-07,6.05,8.73,0.15
2006-04-08,6.08,8.8,0.15
2006-04-09,5.62,7.93,0.15
2006-04-10,3.48,5.07,0.15
2006-04-11,8.21,11.23,0.15
2006-04-12,7.6,10.59,0.15
2006-04-13,7.52,10.42,0.15
2006-04-14,2.98,4.78,0.15
2006-04-15,3.34,4.98,0.15
2006-04-16,5.29,7.54,0.15
2006-04-17,6.62,9.3,0.15
2006-04-18,4.7,6.59,0.15
2006-04-19,2.94,4.27,0.15
2006-04-20,4.57,6.47,0.15
2006-04-21,3.3,4.29,0.15
2006-04-22,5.44,7.82,0.15
2006-04-23,2.62,3.92,0.15
2006-04-24,7.38,9.87,0.15
2006-04-25,7.07,9.7,0.15
2006-04-26,4.87,7.12,0.15
2006-04-27,3.77,5.32,0.15
2006-04-28,4.09,6.02,0.15
2006-04-29,2.98,4.3,0.15
2006-04-30,3.91,5.44,0.15
2006-05-01,5.45,7.45,0.15
2006-05-02,9.0,12.1,0.15
2006-05-03,8.44,11.52,0.15
2006-05-04,6.2,8.35,0.15
2006-05-05,7.34,10.04,0.15
2006-05-06,8.08,10.78,0.15
2006-05-07,4.58,6.3,0.15
2006-05-08,2.82,4.24,0.15
2006-05-09,1.22,1.68,0.15
2006-05-10,2.02,2.98,0.15
2006-05-11,2.47,3.54,0.15
2006-05-12,2.52,3.59,0.15
2006-05-13,2.73,3.73,0.15
2006-05-14,4.52,6.35,0.15
2006-05-15,5.48,7.75,0.15
2006-05-16,5.56,8.18,0.15
2006-05-17,9.02,12.27,0.15
2006-05-18,9.49,12.65,0.15
2006-05-19,7.22,9.52,0.15
2006-05-20,5.55,7.54,0.15
2006-05-21,7.84,10.05,0.15
2006-05-22,8.1,10.77,0.15
2006-05-23,7.35,10.09,0.15
2006-05-24,4.33,5.84,0.15
2006-05-25,2.55,3.65,0.15
2006-05-26,7.44,9.83,0.15
2006-05-27,6.84,9.34,0.15
2006-05-28,4.82,6.94,0.15
2006-05-29,6.54,9.3,0.15
2006-05-30,5.35,7.66,0.15
2006-05-31,2.57,3.63,0.15
2006-06-01,3.55,5.08,0.15
2006-06-02,2.05,2.84,0.15
2006-06-03,1.98,2.94,0.15
2006-06-04,2.43,3.25,0.15
2006-06-05,2.64,3.85,0.15
2006-06-06,2.64,3.98,0.15
2006-06-07,1.62,2.14,0.15
2006-06-08,3.16,4.62,0.15
2006-06-09,6.9,9.7,0.15
2006-06-10,7.84,10.4,0.15
2006-06-11,7.46,10.12,0.15
2006-06-12,7.96,10.67,0.15
2006-06-13,3.45,5.19,0.15
2006-06-14,2.31,3.41,0.15
2006-06-15,2.83,3.97,0.15
2006-06-16,2.55,3.57,0.15
2006-06-17,3.84,5.38,0.15
2006-06-18,6.12,8.39,0.15
2006-06-19,5.78,7.91,0.15
2006-06-20,8.37,11.3,0.15
2006-06-21,9.52,12.7,0.15
2006-06-22,5.88,8.13,0.15
2006-06-23,1.77,2.33,0.15
2006-06-24,2.61,3.98,0.15
2006-06-25,3.94,5.79,0.15
2006-06-26,3.68,5.1,0.15
2006-06-27,1.3,1.73,0.15
2006-06-28,5.22,7.15,0.15
2006-06-29,5.69,7.92,0.15
2006-06-30,2.91,4.28,0.15
2006-07-01,4.98,7.04,0.15
2006-07-02,2.05,2.94,0.15
2006-07-03,4.44,6.12,0.15
2006-07-04,3.6,5.09,0.15
2006-07-05,3.27,4.55,0.15
2006-07-06,5.86,7.86,0.15
2006-07-07,5.59,7.76,0.15
2006-07-08,7.08,9.68,0.15
2006-07-09,7.01,9.43,0.15
2006-07-10,5.81,8.23,0.15
2006-07-11,5.11,7.23,0.15
2006-07-12,4.92,6.89,0.15
2006-07-13,2.44,3.62,0.15
2006-07-14,2.45,3.74,0.15
2006-07-15,1.94,2.71,0.15
2006-07-16,2.13,3.05,0.15
2006-07-17,1.46,2.06,0.15
2006-07-18,3.26,4.97,0.15
2006-07-19,4.0,6.16,0.15
2006-07-20,4.13,5.86,0.15
2006-07-21,2.93,4.3,0.15
2006-07-22,4.91,7.32,0.15
2006-07-23,4.75,6.92,0.15
2006-07-24,4.49,6.57,0.15
2006-07-25,3.68,5.5,0.15
2006-07-26,3.33,4.96,0.15
2006-07-27,3.5,5.0,0.15
2006-07-28,3.23,4.77,0.15
2006-07-29,6.91,9.55,0.15
2006-07-30,6.83,9.4,0.15
2006-07-31,7.55,10.25,0.15
2006-08-01,7.11,9.85,0.15
2006-08-02,5.69,7.9,0.15
2006-08-03,3.7,5.25,0.15
2006-08-04,3.77,5.55,0.15
2006-08-05,4.35,6.52,0.15
2006-08-06,4.23,6.08,0.15
2006-08-07,3.43,5.16,0.15
2006-08-08,4.55,6.07,0.15
2006-08-09,6.34,8.71,0.15
2006-08-10,7.29,9.83,0.15
2006-08-11,5.49,7.73,0.15
2006-08-12,5.98,8.15,0.15
2006-08-13,4.84,6.79,0.15
2006-08-14,2.95,4.35,0.15
2006-08-15,3.45,5.02,0.15
2006-08-16,4.41,6.51,0.15
2006-08-17,3.36,4.87,0.15
2006-08-18,2.37,3.78,0.15
2006-08-19,5.86,8.0,0.15
2006-08-20,4.95,6.76,0.15
2006-08-21,3.58,5.42,0.15
2006-08-22,4.3,6.25,0.15
2006-08-23,3.48,5.5,0.15
2006-08-24,3.19,4.77,0.15
2006-08-25,5.56,7.55,0.15
2006-08-26,6.22,8.62,0.15
2006-08-27,5.16,7.54,0.15
2006-08-28,5.62,8.35,0.15
2006-08-29,5.31,8.02,0.15
2006-08-30,5.05,7.48,0.15
2006-08-31,5.05,7.24,0.15
2006-09-01,6.19,8.66,0.15
2006-09-02,6.77,9.42,0.15
2006-09-03,7.02,9.63,0.15
2006-09-04,3.95,6.02,0.15
2006-09-05,7.09,9.79,0.15
2006-09-06,4.14,6.2,0.15
2006-09-07,3.52,5.54,0.15
2006-09-08,4.84,7.43,0.15
2006-09-09,6.3,8.97,0.15
2006-09-10,5.66,8.03,0.15
2006-09-11,4.59,6.93,0.15
2006-09-12,5.07,7.3,0.15
2006-09-13,6.14,8.79,0.15
2006-09-14,3.16,4.79,0.15
2006-09-15,2.84,4.3,0.15
2006-09-16,5.35,8.13,0.15
2006-09-17,3.88,6.3,0.15
2006-09-18,8.16,11.24,0.15
2006-09-19,7.91,10.85,0.15
2006-09-20,8.51,11.9,0.15
2006-09-21,7.93,10.95,0.15
2006-09-22,5.98,8.6,0.15
2006-09-23,5.94,8.73,0.15
2006-09-24,3.88,5.78,0.15
2006-09-25,3.45,5.03,0.15
2006-09-26,4.34,6.41,0.15
2006-09-27,9.47,12.91,0.15
2006-09-28,5.04,7.47,0.15
2006-09-29,4.44,7.01,0.15
2006-09-30,5.99,8.9,0.15
2006-10-01,3.16,5.66,0.15
2006-10-02,5.01,7.33,0.15
2006-10-03,3.36,5.16,0.15
2006-10-04,3.97,6.16,0.15
2006-10-05,9.33,12.8,0.15
2006-10-06,9.04,12.55,0.15
2006-10-07,6.91,10.09,0.15
2006-10-08,7.05,10.0,0.15
2006-10-09,4.05,6.48,0.15
2006-10-10,6.57,9.39,0.15
2006-10-11,5.76,8.44,0.15
2006-10-12,5.56,8.55,0.15
2006-10-13,6.52,9.66,0.15
2006-10-14,5.41,8.04,0.15
2006-10-15,5.41,8.03,0.15
2006-10-16,4.61,7.05,0.15
2006-10-17,4.85,7.75,0.15
2006-10-18,5.43,8.1,0.15
2006-10-19,3.71,5.7,0.15
2006-10-20,2.72,4.7,0.15
2006-10-21,4.32,6.84,0.15
2006-10-22,3.71,6.03,0.15
2006-10-23,2.16,3.62,0.15
2006-10-24,4.45,7.4,0.15
2006-10-25,6.18,9.23,0.15
2006-10-26,7.01,10.05,0.15
2006-10-27,5.83,8.62,0.15
2006-10-28,4.95,7.61,0.15
2006-10-29,4.31,6.33,0.15
2006-10-30,7.36,10.47,0.15
2006-10-31,7.4,10.73,0.15
2006-11-01,2.72,4.36,0.15
2006-11-02,2.14,3.08,0.15
2006-11-03,2.41,3.62,0.15
2006-11-04,3.48,6.27,0.15
2006-11-05,3.83,6.3,0.15
2006-11-06,3.48,5.53,0.15
2006-11-07,3.67,6.5,0.15
2006-11-08,4.48,7.3,0.15
2006-11-09,2.83,4.98,0.15
2006-11-10,6.4,9.52,0.15
2006-11-11,8.0,11.45,0.15
2006-11-12,7.09,10.08,0.15
2006-11-13,7.99,11.24,0.15
2006-11-14,4.44,7.43,0.15
2006-11-15,4.01,5.58,0.15
2006-11-16,5.16,7.3,0.15
2006-11-17,6.05,8.56,0.15
2006-11-18,6.75,9.43,0.15
2006-11-19,8.83,12.81,0.15
2006-11-20,7.59,11.16,0.15
2006-11-21,6.57,9.99,0.15
2006-11-22,5.42,8.34,0.15
2006-11-23,9.98,13.78,0.15
2006-11-24,4.46,6.92,0.15
2006-11-25,6.59,9.92,0.15
2006-11-26,7.73,10.61,0.15
2006-11-27,10.15,14.27,0.15
2006-11-28,5.91,8.88,0.15
2006-11-29,7.12,9.99,0.15
2006-11-30,12.29,16.81,0.15
2006-12-01,7.53,10.49,0.15
2006-12-02,10.69,14.62,0.15
2006-12-03,13.32,17.99,0.15
2006-12-04,8.62,12.3,0.15
2006-12-05,8.96,12.45,0.15
2006-12-06,8.73,12.02,0.15
2006-12-07,11.56,15.52,0.15
2006-12-08,6.41,9.35,0.15
2006-12-09,5.69,8.57,0.15
2006-12-10,10.86,14.8,0.15
2006-12-11,7.25,10.3,0.15
2006-12-12,8.46,11.93,0.15
2006-12-13,11.75,16.16,0.15
2006-12-14,5.51,7.88,0.15
2006-12-15,3.04,5.12,0.15
2006-12-16,4.88,8.08,0.15
2006-12-17,3.85,6.94,0.15
2006-12-18,2.13,3.36,0.15
2006-12-19,1.66,2.6,0.15
2006-12-20,3.34,5.62,0.15
2006-12-21,4.59,7.99,0.15
2006-12-22,2.98,5.3,0.15
2006-12-23,2.83,5.31,0.15
2006-12-24,3.27,5.6,0.15
2006-12-25,3.38,6.02,0.15
2006-12-26,4.8,7.95,0.15
2006-12-27,3.71,5.84,0.15
2006-12-28,7.91,11.22,0.15
2006-12-29,12.05,16.58,0.15
2006-12-30,7.52,10.72,0.15
2006-12-31,11.31,15.49,0.15
2007-01-01,8.62,12.13,0.15
2007-01-02,7.46,10.8,0.15
2007-01-03,10.55,14.55,0.15
2007-01-04,7.4,10.43,0.15
2007-01-05,6.6,9.7,0.15
2007-01-06,7.23,10.35,0.15
2007-01-07,7.0,10.07,0.15
2007-01-08,10.12,14.03,0.15
2007-01-09,7.29,10.59,0.15
2007-01-10,8.52,11.88,0.15
2007-01-11,11.98,16.41,0.15
2007-01-12,10.53,14.5,0.15
2007-01-13,9.16,12.83,0.15
2007-01-14,8.02,11.29,0.15
2007-01-15,7.79,11.09,0.15
2007-01-16,4.34,6.45,0.15
2007-01-17,8.91,12.3,0.15
2007-01-18,13.02,17.91,0.15
2007-01-19,9.22,12.99,0.15
2007-01-20,10.53,14.34,0.15
2007-01-21,7.35,10.29,0.15
2007-01-22,6.64,8.89,0.15
2007-01-23,4.98,7.28,0.15
2007-01-24,5.87,8.38,0.15
2007-01-25,2.96,4.45,0.15
2007-01-26,4.3,6.92,0.15
2007-01-27,3.77,5.65,0.15
2007-01-28,5.02,7.72,0.15
2007-01-29,2.12,3.82,0.15
2007-01-30,4.38,6.84,0.15
2007-01-31,5.63,8.47,0.15
2007-02-01,3.62,5.89,0.15
2007-02-02,2.88,4.93,0.15
2007-02-03,2.76,4.21,0.15
2007-02-04,2.27,3.37,0.15
2007-02-05,2.79,4.68,0.15
2007-02-06,2.99,4.86,0.15
2007-02-07,7.52,10.45,0.15
2007-02-08,5.22,8.23,0.15
2007-02-09,4.59,6.77,0.15
2007-02-10,6.17,8.57,0.15
2007-02-11,5.13,7.86,0.15
2007-02-12,7.39,10.34,0.15
2007-02-13,5.3,8.75,0.15
2007-02-14,6.3,9.05,0.15
2007-02-15,11.48,15.71,0.15
2007-02-16,4.55,7.12,0.15
2007-02-17,3.07,4.72,0.15
2007-02-18,5.38,7.63,0.15
2007-02-19,10.13,13.85,0.15
2007-02-20,4.02,6.62,0.15
2007-02-21,7.22,9.81,0.15
2007-02-22,5.99,8.48,0.15
2007-02-23,5.24,7.8,0.15
2007-02-24,4.32,6.73,0.15
2007-02-25,7.3,10.17,0.15
2007-02-26,4.16,6.57,0.15
2007-02-27,10.6,14.53,0.15
2007-02-28,10.8,14.67,0.15
2007-03-01,4.78,7.12,0.15
2007-03-02,4.23,6.38,0.15
2007-03-03,4.88,7.51,0.15
2007-03-04,11.66,15.59,0.15
2007-03-05,11.91,16.03,0.15
2007-03-06,6.89,9.61,0.15
2007-03-07,4.73,6.38,0.15
2007-03-08,6.94,10.2,0.15
2007-03-09,6.76,9.7,0.15
2007-03-10,8.05,10.71,0.15
2007-03-11,5.35,7.22,0.15
2007-03-12,5.5,7.78,0.15
2007-03-13,4.7,7.23,0.15
2007-03-14,4.85,7.04,0.15
2007-03-15,5.29,7.44,0.15
2007-03-16,7.56,10.7,0.15
2007-03-17,10.1,13.45,0.15
2007-03-18,12.23,16.32,0.15
2007-03-19,10.51,14.1,0.15
2007-03-20,6.38,9.09,0.15
2007-03-21,3.38,5.11,0.15
2007-03-22,3.02,4.34,0.15
2007-03-23,1.58,2.34,0.15
2007-03-24,2.15,3.24,0.15
2007-03-25,3.99,6.12,0.15
2007-03-26,2.76,3.69,0.15
2007-03-27,1.88,2.94,0.15
2007-03-28,4.83,6.98,0.15
2007-03-29,6.09,8.4,0.15
2007-03-30,4.84,7.11,0.15
2007-03-31,5.12,7.25,0.15
2007-04-01,5.51,7.42,0.15
2007-04-02,5.66,8.2,0.15
2007-04-03,4.64,6.46,0.15
2007-04-04,2.37,3.7,0.15
2007-04-05,1.68,2.3,0.15
2007-04-06,1.98,2.8,0.15
2007-04-07,1.7,2.38,0.15
2007-04-08,4.16,5.87,0.15
2007-04-09,4.62,6.68,0.15
2007-04-10,3.84,5.52,0.15
2007-04-11,2.35,3.54,0.15
2007-04-12,2.37,3.32,0.15
2007-04-13,3.27,5.0,0.15
2007-04-14,3.46,5.41,0.15
2007-04-15,3.55,5.31,0.15
2007-04-16,3.53,5.19,0.15
2007-04-17,2.84,4.19,0.15
2007-04-18,1.65,2.35,0.15
2007-04-19,2.02,2.73,0.15
2007-04-20,4.41,6.27,0.15
2007-04-21,6.41,8.89,0.15
2007-04-22,5.78,7.98,0.15
2007-04-23,7.9,10.74,0.15
2007-04-24,3.62,5.33,0.15
2007-04-25,5.76,7.67,0.15
2007-04-26,2.06,2.95,0.15
2007-04-27,4.16,6.12,0.15
2007-04-28,4.48,6.53,0.15
2007-04-29,5.21,7.26,0.15
2007-04-30,4.79,6.92,0.15
2007-05-01,5.03,7.37,0.15
2007-05-02,3.62,5.44,0.15
2007-05-03,2.88,4.05,0.15
2007-05-04,1.79,2.3,0.15
2007-05-05,5.23,7.16,0.15
2007-05-06,5.91,8.25,0.15
2007-05-07,7.59,10.45,0.15
2007-05-08,6.59,9.28,0.15
2007-05-09,6.64,9.09,0.15
2007-05-10,7.71,10.5,0.15
2007-05-11,4.18,6.18,0.15
2007-05-12,3.64,5.12,0.15
2007-05-13,7.0,9.34,0.15
2007-05-14,5.16,7.34,0.15
2007-05-15,3.16,4.3,0.15
2007-05-16,7.48,9.98,0.15
2007-05-17,7.64,10.03,0.15
2007-05-18,12.04,15.9,0.15
2007-05-19,8.34,11.35,0.15
2007-05-20,3.66,5.27,0.15
2007-05-21,3.7,5.12,0.15
2007-05-22,4.63,6.43,0.15
2007-05-23,5.34,7.14,0.15
2007-05-24,5.33,7.09,0.15
2007-05-25,4.83,6.89,0.15
2007-05-26,3.01,4.35,0.15
2007-05-27,7.95,10.57,0.15
2007-05-28,4.53,6.41,0.15
2007-05-29,2.05,3.16,0.15
2007-05-30,5.17,7.45,0.15
2007-05-31,2.8,3.97,0.15
2007-06-01,5.38,7.04,0.15
2007-06-02,7.67,10.23,0.15
2007-06-03,4.21,6.27,0.15
2007-06-04,3.95,5.81,0.15
2007-06-05,2.62,3.71,0.15
2007-06-06,2.7,3.68,0.15
2007-06-07,2.95,4.14,0.15
2007-06-08,1.62,2.3,0.15
2007-06-09,2.5,3.45,0.15
2007-06-10,2.45,3.53,0.15
2007-06-11,2.52,3.73,0.15
2007-06-12,3.24,4.66,0.15
2007-06-13,1.91,2.97,0.15
2007-06-14,4.61,6.29,0.15
2007-06-15,5.64,7.36,0.15
2007-06-16,4.1,5.52,0.15
2007-06-17,1.55,2.28,0.15
2007-06-18,4.28,6.16,0.15
2007-06-19,6.52,9.15,0.15
2007-06-20,7.01,9.58,0.15
2007-06-21,5.54,7.55,0.15
2007-06-22,4.27,6.02,0.15
2007-06-23,4.37,6.23,0.15
2007-06-24,3.93,5.5,0.15
2007-06-25,8.75,11.43,0.15
2007-06-26,6.62,8.84,0.15
2007-06-27,5.4,7.53,0.15
2007-06-28,6.38,8.88,0.15
2007-06-29,4.44,6.08,0.15
2007-06-30,6.96,9.34,0.15
2007-07-01,5.02,6.84,0.15
2007-07-02,6.85,9.32,0.15
2007-07-03,7.66,10.36,0.15
2007-07-04,9.38,12.46,0.15
2007-07-05,8.06,10.7,0.15
2007-07-06,8.18,11.15,0.15
2007-07-07,4.05,5.82,0.15
2007-07-08,3.62,5.33,0.15
2007-07-09,7.12,9.8,0.15
2007-07-10,5.12,7.18,0.15
2007-07-11,3.76,5.42,0.15
2007-07-12,3.91,5.41,0.15
2007-07-13,4.49,6.01,0.15
2007-07-14,4.18,5.88,0.15
2007-07-15,3.37,5.04,0.15
2007-07-16,3.34,4.83,0.15
2007-07-17,2.96,4.47,0.15
2007-07-18,5.7,7.95,0.15
2007-07-19,2.19,3.19,0.15
2007-07-20,2.58,3.34,0.15
2007-07-21,2.08,2.76,0.15
2007-07-22,2.82,3.9,0.15
2007-07-23,4.03,5.81,0.15
2007-07-24,4.73,6.62,0.15
2007-07-25,6.92,9.5,0.15
2007-07-26,6.8,9.38,0.15
2007-07-27,5.47,7.94,0.15
2007-07-28,2.45,3.79,0.15
2007-07-29,3.56,5.28,0.15
2007-07-30,2.2,3.05,0.15
2007-07-31,3.97,5.78,0.15
2007-08-01,4.37,6.3,0.15
2007-08-02,3.66,5.52,0.15
2007-08-03,8.02,10.78,0.15
2007-08-04,4.71,6.3,0.15
2007-08-05,4.5,6.38,0.15
2007-08-06,4.2,6.26,0.15
2007-08-07,3.9,5.71,0.15
2007-08-08,2.38,3.41,0.15
2007-08-09,5.02,7.45,0.15
2007-08-10,3.29,5.12,0.15
2007-08-11,3.84,5.86,0.15
2007-08-12,4.73,7.04,0.15
2007-08-13,3.66,5.24,0.15
2007-08-14,3.51,5.02,0.15
2007-08-15,6.63,8.98,0.15
2007-08-16,5.54,8.12,0.15
2007-08-17,5.77,8.06,0.15
2007-08-18,7.05,9.52,0.15
2007-08-19,6.04,8.34,0.15
2007-08-20,7.24,9.89,0.15
2007-08-21,5.56,8.02,0.15
2007-08-22,4.38,6.53,0.15
2007-08-23,3.66,5.73,0.15
2007-08-24,3.93,5.99,0.15
2007-08-25,4.41,6.61,0.15
2007-08-26,2.84,4.53,0.15
2007-08-27,3.19,4.68,0.15
2007-08-28,2.62,4.21,0.15
2007-08-29,4.16,6.45,0.15
2007-08-30,5.3,7.45,0.15
2007-08-31,5.59,8.03,0.15
2007-09-01,5.17,7.64,0.15
2007-09-02,6.0,8.37,0.15
2007-09-03,3.59,5.28,0.15
2007-09-04,2.97,4.34,0.15
2007-09-05,2.23,3.34,0.15
2007-09-06,1.12,1.41,0.15
2007-09-07,1.57,2.16,0.15
2007-09-08,2.72,4.09,0.15
2007-09-09,3.23,4.55,0.15
2007-09-10,4.92,7.34,0.15
2007-09-11,2.85,4.4,0.15
2007-09-12,1.4,2.09,0.15
2007-09-13,4.72,6.88,0.15
2007-09-14,4.34,6.27,0.15
2007-09-15,5.28,7.3,0.15
2007-09-16,7.12,10.14,0.15
2007-09-17,6.75,9.43,0.15
2007-09-18,5.58,7.91,0.15
2007-09-19,7.93,10.92,0.15
2007-09-20,5.9,8.6,0.15
2007-09-21,3.15,4.84,0.15
2007-09-22,6.3,8.91,0.15
2007-09-23,5.72,8.35,0.15
2007-09-24,8.82,12.23,0.15
2007-09-25,6.7,9.37,0.15
2007-09-26,4.55,6.89,0.15
2007-09-27,2.88,4.48,0.15
2007-09-28,3.62,6.01,0.15
2007-09-29,3.06,5.29,0.15
2007-09-30,2.72,4.47,0.15
2007-10-01,3.3,5.34,0.15
2007-10-02,1.95,3.15,0.15
2007-10-03,4.92,7.5,0.15
2007-10-04,3.38,5.68,0.15
2007-10-05,3.89,6.25,0.15
2007-10-06,1.99,2.85,0.15
2007-10-07,2.51,3.8,0.15
2007-10-08,4.66,7.38,0.15
2007-10-09,4.3,6.47,0.15
2007-10-10,2.42,4.02,0.15
2007-10-11,4.09,6.59,0.15
2007-10-12,3.12,5.32,0.15
2007-10-13,5.18,7.64,0.15
2007-10-14,5.22,7.67,0.15
2007-10-15,6.25,9.05,0.15
2007-10-16,3.23,5.77,0.15
2007-10-17,2.38,3.8,0.15
2007-10-18,3.76,6.25,0.15
2007-10-19,4.12,6.98,0.15
2007-10-20,4.88,7.66,0.15
2007-10-21,5.93,8.47,0.15
2007-10-22,5.41,8.09,0.15
2007-10-23,4.29,7.07,0.15
2007-10-24,2.98,4.93,0.15
2007-10-25,3.82,5.74,0.15
2007-10-26,4.89,7.2,0.15
2007-10-27,8.02,11.26,0.15
2007-10-28,6.4,9.34,0.15
